age,salary,savings,risk_profile,goal,goal_amount,years_to_goal,selected_instrument,outcome
44,121874,270871,Low,Retirement,1278128,2,ULIP,Success
58,54434,424646,Low,Travel Abroad,9002235,24,Balanced Mutual Fund,Success
53,99456,1007134,Low,Retirement,882111,9,Balanced Mutual Fund,Success
36,114395,1343670,Low,Emergency Fund,3492309,25,Balanced Mutual Fund,Success
27,64481,118828,High,Travel Abroad,3697773,23,Savings Account,Success
47,186083,130617,High,Emergency Fund,1020532,19,FD,Success
54,28882,74206,High,Travel Abroad,8585132,16,Savings Account,Success
44,125187,106323,Low,Retirement,2764017,23,Gold ETF,Success
47,59097,310451,Low,Retirement,8021017,1,Balanced Mutual Fund,Success
41,80679,618830,High,Retirement,3175303,23,RD,Success
51,26669,23373,High,Emergency Fund,8281314,3,Sukanya Samriddhi,Success
22,152815,835227,Low,Child Education,5379816,19,ELSS Mutual Fund,Failure
52,108123,126572,Low,Child Education,7422149,17,Debt Mutual Fund,Failure
37,147724,946015,Low,Car Purchase,1612560,24,RD,Success
42,136503,1415904,Medium,Travel Abroad,2866811,26,Savings Account,Success
60,166354,1571233,Medium,Travel Abroad,1976772,6,Balanced Mutual Fund,Success
39,193907,1518667,High,Buy a House,4862789,30,Sukanya Samriddhi,Success
41,144104,98955,High,Child Education,8585720,28,ULIP,Failure
52,23715,263262,Medium,Retirement,8703118,18,NPS,Success
31,187659,746671,High,Child Education,5936708,1,Liquid Mutual Fund,Success
41,30273,170189,High,Tax Saving,1485412,27,FD,Success
52,38276,175251,High,Retirement,2717985,3,PPF,Success
40,168097,1005785,High,Emergency Fund,5116530,14,Balanced Mutual Fund,Success
38,146847,393308,High,Buy a House,3613142,2,FD,Success
33,73908,718417,Low,Child Education,4722969,8,Savings Account,Success
58,156340,907405,Medium,Emergency Fund,3259979,9,Sukanya Samriddhi,Failure
25,96584,559183,Medium,Buy a House,9937927,21,Debt Mutual Fund,Success
32,148698,1392130,High,Car Purchase,1266003,13,FD,Success
38,80689,524945,Medium,Buy a House,2991424,16,Sukanya Samriddhi,Success
45,50622,602582,Low,Car Purchase,8949041,21,RD,Success
50,56787,382440,High,Travel Abroad,2536174,27,FD,Success
25,88794,666202,Low,Tax Saving,7387449,4,Liquid Mutual Fund,Success
38,30642,115060,Low,Retirement,888784,30,Sukanya Samriddhi,Failure
48,123124,134595,Medium,Child Education,7291022,20,Sukanya Samriddhi,Success
59,171353,264916,High,Child Education,9441838,29,Liquid Mutual Fund,Success
60,150682,214526,Medium,Retirement,4271759,7,Equity Mutual Fund,Success
43,16133,124660,High,Car Purchase,1844265,2,FD,Success
24,79754,456525,Low,Tax Saving,3104369,20,Liquid Mutual Fund,Success
46,110261,253117,High,Child Education,7195329,11,Gold ETF,Failure
25,81461,878794,Low,Car Purchase,8596526,10,Liquid Mutual Fund,Success
45,60316,460463,Low,Tax Saving,2846725,19,Debt Mutual Fund,Success
35,24928,173310,High,Car Purchase,6752326,4,Debt Mutual Fund,Success
45,112121,540922,High,Child Education,4661731,11,Balanced Mutual Fund,Success
59,198299,1731448,High,Car Purchase,2615165,9,Liquid Mutual Fund,Success
35,104457,1046160,Low,Buy a House,5052962,17,ELSS Mutual Fund,Success
39,134603,238534,Low,Buy a House,3201967,11,Savings Account,Success
25,17792,28217,Medium,Child Education,4759178,23,Equity Mutual Fund,Success
46,91822,602761,High,Travel Abroad,4155458,7,Sukanya Samriddhi,Success
33,48466,515276,Low,Car Purchase,7033869,25,Sukanya Samriddhi,Success
26,162794,1879998,Low,Retirement,9795788,13,Savings Account,Success
39,156843,842345,Low,Tax Saving,6636503,2,Debt Mutual Fund,Success
50,140689,1268865,Medium,Retirement,8742295,12,Equity Mutual Fund,Success
28,48410,432359,Medium,Travel Abroad,4656156,24,Equity Mutual Fund,Success
28,194124,177078,High,Car Purchase,989847,11,RD,Success
53,117882,218484,High,Emergency Fund,6548220,11,FD,Success
22,179182,1894642,Medium,Travel Abroad,8314762,12,Balanced Mutual Fund,Failure
26,81473,843930,High,Tax Saving,1622523,24,PPF,Success
31,136643,203059,Medium,Travel Abroad,7808643,17,ELSS Mutual Fund,Success
28,146257,190343,Low,Child Education,1759211,1,Equity Mutual Fund,Failure
46,55557,477595,Medium,Tax Saving,5348935,4,PPF,Success
27,185817,2063937,Low,Buy a House,2945440,2,ELSS Mutual Fund,Success
24,60871,414727,Low,Car Purchase,2007518,21,Gold ETF,Success
30,76969,425361,Medium,Retirement,2502481,11,Debt Mutual Fund,Success
52,90896,26739,Medium,Travel Abroad,2804711,19,Savings Account,Success
44,81490,90077,Low,Emergency Fund,4850675,28,Debt Mutual Fund,Success
46,148303,345198,Low,Travel Abroad,3785768,10,NPS,Success
59,181351,1997739,Medium,Tax Saving,4728779,30,Gold ETF,Success
42,79563,923550,Low,Child Education,5111747,16,Debt Mutual Fund,Success
53,24449,126820,Low,Buy a House,601996,10,ELSS Mutual Fund,Success
41,129303,1063268,Low,Tax Saving,6663176,18,Sukanya Samriddhi,Success
33,101292,1028647,High,Emergency Fund,2145685,19,Equity Mutual Fund,Success
48,145965,1696535,Low,Emergency Fund,4546795,25,Balanced Mutual Fund,Success
42,146004,325450,Medium,Buy a House,1501371,11,Balanced Mutual Fund,Success
29,62574,53212,High,Car Purchase,4052581,15,NPS,Success
39,21623,98953,Medium,Tax Saving,8711214,21,PPF,Success
26,196416,1356147,Medium,Retirement,494281,1,Debt Mutual Fund,Success
38,41026,208761,Medium,Emergency Fund,6751394,25,Balanced Mutual Fund,Success
22,117880,1272572,Low,Travel Abroad,5909008,19,RD,Success
31,25028,98810,High,Child Education,2284727,15,ELSS Mutual Fund,Success
37,192844,927927,Low,Car Purchase,5596664,26,ELSS Mutual Fund,Success
51,153207,1802054,Medium,Child Education,2709952,18,RD,Success
30,176926,1046896,Medium,Buy a House,6533020,19,ULIP,Success
22,159408,83352,Medium,Buy a House,8031943,20,Sukanya Samriddhi,Failure
34,46968,451387,Medium,Car Purchase,922064,24,PPF,Success
39,118344,995209,Low,Car Purchase,519123,21,RD,Success
35,126539,1480723,High,Retirement,5544108,26,FD,Success
27,71988,600300,Medium,Buy a House,2480281,11,Gold ETF,Success
44,135936,1327297,High,Retirement,9674109,13,ELSS Mutual Fund,Success
42,20667,90373,Medium,Retirement,589988,14,Liquid Mutual Fund,Success
52,148454,1601674,Low,Child Education,2123938,25,ULIP,Success
28,161714,1815950,Medium,Child Education,7247931,25,FD,Success
57,41261,384345,High,Travel Abroad,4477720,28,Sukanya Samriddhi,Failure
32,149886,1475360,Medium,Travel Abroad,5286235,14,Debt Mutual Fund,Success
28,151528,850065,Medium,Buy a House,8522014,18,PPF,Success
27,52078,346415,Low,Car Purchase,6584112,10,NPS,Success
26,128953,806488,High,Emergency Fund,779127,16,Savings Account,Failure
25,163294,1665488,Low,Travel Abroad,6376992,5,PPF,Success
39,115769,134286,High,Car Purchase,7217958,23,ELSS Mutual Fund,Success
24,82472,158685,Low,Car Purchase,4909003,1,ELSS Mutual Fund,Failure
50,187827,1084580,Medium,Child Education,4791992,5,Sukanya Samriddhi,Success
42,198805,947194,Medium,Emergency Fund,3944235,6,PPF,Success
32,180181,1468589,Low,Travel Abroad,5303299,26,Gold ETF,Failure
55,95987,425326,Low,Child Education,1018098,14,NPS,Success
27,123307,102380,Medium,Car Purchase,5636777,26,Balanced Mutual Fund,Success
53,49243,573495,Medium,Emergency Fund,8297361,6,FD,Success
28,23895,227393,High,Tax Saving,7118650,6,FD,Success
31,179262,559001,Low,Car Purchase,892379,30,ULIP,Success
35,186268,1328413,Low,Buy a House,7123130,17,PPF,Failure
31,59892,426527,Medium,Travel Abroad,4577116,1,Sukanya Samriddhi,Failure
52,69057,766523,Medium,Buy a House,3580975,10,Liquid Mutual Fund,Success
58,191445,1867506,Medium,Child Education,4543721,2,Savings Account,Failure
22,62334,610113,High,Retirement,8256559,23,NPS,Success
59,131964,765772,High,Tax Saving,3574727,25,FD,Success
44,131058,1138844,Medium,Retirement,4156253,21,Gold ETF,Success
22,69653,299793,Low,Travel Abroad,3574033,6,Sukanya Samriddhi,Success
53,135079,767638,Low,Travel Abroad,2329178,9,Equity Mutual Fund,Failure
46,74750,592951,Medium,Retirement,1718574,10,RD,Success
42,121793,776040,Medium,Retirement,2228797,25,NPS,Success
38,41365,433235,High,Child Education,2981284,5,Gold ETF,Failure
31,15995,25058,Low,Car Purchase,3579240,29,FD,Success
56,183486,1553500,Medium,Emergency Fund,6784903,26,ELSS Mutual Fund,Success
36,15504,27104,High,Emergency Fund,694122,4,NPS,Success
26,48106,228088,Medium,Child Education,1064389,12,Savings Account,Success
22,56634,629343,Medium,Child Education,1007810,14,ELSS Mutual Fund,Success
45,15428,11816,High,Emergency Fund,2390541,29,RD,Success
54,44454,418649,Medium,Buy a House,5266909,25,NPS,Success
36,61141,529826,Low,Emergency Fund,2057959,17,RD,Success
25,26334,119469,Medium,Child Education,5712491,23,FD,Success
48,192258,1922497,Medium,Travel Abroad,9511004,27,Equity Mutual Fund,Success
34,104519,405506,Low,Buy a House,7957672,17,Equity Mutual Fund,Success
24,20539,116760,High,Retirement,3308618,29,RD,Success
46,46727,218490,Medium,Tax Saving,8317169,7,FD,Success
39,136003,1383993,Low,Travel Abroad,428709,23,NPS,Success
57,125002,1273319,High,Travel Abroad,3109137,13,Equity Mutual Fund,Success
37,87709,214264,High,Buy a House,6264345,14,Savings Account,Success
57,117569,1211853,Low,Car Purchase,4054579,10,RD,Success
57,65824,62353,High,Retirement,8638536,6,Equity Mutual Fund,Success
58,121502,222783,High,Travel Abroad,9698673,4,FD,Success
32,15667,54963,Low,Travel Abroad,5537146,27,Sukanya Samriddhi,Success
51,41084,41997,Low,Buy a House,5359059,18,ULIP,Success
31,44953,123440,High,Travel Abroad,6130188,22,Liquid Mutual Fund,Success
49,127812,866481,Low,Tax Saving,8198556,23,Debt Mutual Fund,Success
42,111932,228930,Medium,Travel Abroad,2678135,19,Debt Mutual Fund,Success
36,110800,117597,High,Travel Abroad,8787693,20,NPS,Success
45,122392,1305865,Medium,Tax Saving,3336204,15,Balanced Mutual Fund,Success
40,96793,266248,Medium,Travel Abroad,6944528,11,Equity Mutual Fund,Success
29,127314,1116972,High,Car Purchase,8017234,12,Sukanya Samriddhi,Success
54,176667,1010431,Low,Tax Saving,2319959,5,Debt Mutual Fund,Success
23,45433,378767,Low,Travel Abroad,6370992,2,Savings Account,Success
24,131054,1050713,Medium,Retirement,3187763,28,ELSS Mutual Fund,Success
36,167146,1315821,Medium,Retirement,8476245,16,FD,Failure
60,134014,472618,High,Retirement,2919765,5,ELSS Mutual Fund,Success
25,99113,797378,Medium,Retirement,6225571,8,ELSS Mutual Fund,Success
42,40924,273453,Medium,Emergency Fund,9130968,24,Gold ETF,Success
42,125785,890100,Medium,Emergency Fund,7356902,10,NPS,Success
44,146890,1046570,Medium,Tax Saving,6380977,2,Gold ETF,Success
43,150739,415082,Medium,Travel Abroad,3595031,26,FD,Success
57,59455,624287,Low,Retirement,415275,18,Balanced Mutual Fund,Success
39,92507,486062,High,Travel Abroad,7677148,30,Liquid Mutual Fund,Success
34,62986,192636,High,Tax Saving,505391,22,ULIP,Success
46,43345,197187,Medium,Car Purchase,8140245,5,Sukanya Samriddhi,Failure
27,83032,651648,Low,Car Purchase,3969416,2,Savings Account,Success
32,58988,47822,Medium,Buy a House,2600691,24,Balanced Mutual Fund,Success
24,187759,1701015,High,Child Education,6515160,17,Balanced Mutual Fund,Success
34,159613,1912740,High,Travel Abroad,9803901,9,Sukanya Samriddhi,Success
35,99113,771036,Medium,Emergency Fund,2346198,1,Liquid Mutual Fund,Success
25,96556,1027228,Medium,Tax Saving,3165255,26,Gold ETF,Success
44,136310,1382506,Medium,Tax Saving,723012,10,Sukanya Samriddhi,Success
29,158958,507585,Medium,Retirement,4133925,23,ELSS Mutual Fund,Success
43,58918,154400,Low,Emergency Fund,9446934,11,NPS,Success
59,193338,1840515,High,Child Education,3294120,26,Balanced Mutual Fund,Success
57,90991,429125,Low,Car Purchase,8577424,28,Liquid Mutual Fund,Failure
53,37735,76186,Low,Car Purchase,7303963,8,Balanced Mutual Fund,Success
47,36286,172289,Medium,Retirement,8513089,16,Debt Mutual Fund,Success
24,61209,540749,Medium,Buy a House,4379610,13,Liquid Mutual Fund,Success
40,145656,1384344,High,Buy a House,1799466,4,NPS,Success
55,153903,381917,Medium,Retirement,8961359,24,Equity Mutual Fund,Success
39,25137,35964,Medium,Child Education,734144,2,Sukanya Samriddhi,Success
59,57166,368977,Medium,Tax Saving,1587074,18,ULIP,Failure
53,110534,799842,Low,Emergency Fund,5042406,6,Sukanya Samriddhi,Success
59,148599,1340246,Medium,Tax Saving,2516291,23,ULIP,Failure
51,141261,1390860,Medium,Child Education,1761509,2,ULIP,Success
59,97569,558320,High,Car Purchase,8011658,30,FD,Failure
50,161435,1365788,Low,Retirement,2652311,11,PPF,Success
38,20131,180273,Medium,Buy a House,6236356,14,ULIP,Success
27,120956,1200364,Low,Car Purchase,779503,28,Savings Account,Success
50,59189,216827,High,Tax Saving,7823794,18,RD,Success
37,50087,573013,High,Retirement,3524291,27,Debt Mutual Fund,Success
24,96874,769638,High,Emergency Fund,7436714,23,Liquid Mutual Fund,Failure
49,188786,2046394,Medium,Car Purchase,8651018,30,Savings Account,Success
41,173658,1781851,Low,Child Education,6589078,12,Debt Mutual Fund,Success
39,93959,682721,High,Travel Abroad,2817280,13,ELSS Mutual Fund,Success
36,25783,251145,Low,Retirement,3305580,7,Sukanya Samriddhi,Success
58,79878,759047,Low,Child Education,200054,20,ELSS Mutual Fund,Failure
22,117738,1342147,High,Travel Abroad,5138566,14,ELSS Mutual Fund,Success
46,185859,354444,High,Travel Abroad,5445563,20,Savings Account,Failure
24,50299,582363,Medium,Retirement,8639996,13,Balanced Mutual Fund,Success
40,162628,702024,High,Car Purchase,6841389,17,NPS,Success
38,61106,169971,Medium,Child Education,2256994,20,Balanced Mutual Fund,Success
29,101643,941567,Medium,Child Education,6789451,25,Balanced Mutual Fund,Success
59,52711,358154,Medium,Retirement,9554549,29,Balanced Mutual Fund,Success
29,170867,1557848,High,Emergency Fund,2072083,6,Balanced Mutual Fund,Success
56,98830,704151,Low,Child Education,5229219,4,Balanced Mutual Fund,Success
39,59709,474923,High,Buy a House,2334857,14,Debt Mutual Fund,Success
36,176857,473629,High,Retirement,8017016,3,NPS,Success
27,142464,100286,Medium,Tax Saving,6420238,13,Equity Mutual Fund,Success
59,164872,973208,Low,Emergency Fund,3514343,26,Gold ETF,Success
59,122835,1350344,Medium,Car Purchase,4183654,21,PPF,Success
59,120081,666704,Low,Car Purchase,6741136,6,Sukanya Samriddhi,Success
48,41770,65695,Low,Tax Saving,8493267,16,PPF,Failure
46,97459,353421,High,Tax Saving,8965372,13,Equity Mutual Fund,Failure
47,119670,1049448,Medium,Tax Saving,9291769,8,Savings Account,Success
57,160228,17457,Medium,Emergency Fund,9650364,30,PPF,Success
30,27104,199731,High,Retirement,6011425,7,FD,Success
38,31796,122438,High,Emergency Fund,3879265,12,Savings Account,Success
43,184460,296613,Low,Car Purchase,323263,16,Sukanya Samriddhi,Success
51,184823,299358,Medium,Emergency Fund,615933,9,Balanced Mutual Fund,Success
50,136729,1360875,Medium,Tax Saving,3946321,24,PPF,Success
55,39075,39748,Low,Child Education,3645620,17,ULIP,Success
28,66251,143921,Low,Tax Saving,4139482,2,ULIP,Success
60,107248,1077499,Medium,Buy a House,6088573,30,Debt Mutual Fund,Success
42,146089,1102293,Low,Emergency Fund,1085144,2,Balanced Mutual Fund,Success
52,153831,883291,Medium,Retirement,5388253,16,Debt Mutual Fund,Success
27,57114,672685,Low,Buy a House,1291138,2,Sukanya Samriddhi,Success
42,181894,2104426,Low,Car Purchase,7205111,24,Liquid Mutual Fund,Success
26,85684,323006,Low,Car Purchase,7395989,16,Equity Mutual Fund,Success
59,193544,553170,High,Buy a House,422784,3,PPF,Success
30,186430,1744833,Low,Buy a House,6615583,21,NPS,Success
29,28311,226709,Medium,Retirement,702008,16,RD,Success
55,36041,363917,Low,Car Purchase,6110546,15,Equity Mutual Fund,Success
37,126235,23707,High,Car Purchase,9258712,19,Balanced Mutual Fund,Success
53,189555,660471,Medium,Tax Saving,7987490,17,Debt Mutual Fund,Success
25,111534,854215,Low,Car Purchase,5972493,20,RD,Success
33,172937,1867553,High,Buy a House,8410924,5,Balanced Mutual Fund,Success
50,25980,70465,High,Buy a House,6562936,12,ELSS Mutual Fund,Success
42,108378,323032,High,Child Education,2246759,22,Sukanya Samriddhi,Success
27,100725,1195400,Low,Retirement,530076,11,Equity Mutual Fund,Failure
41,141767,496314,High,Emergency Fund,7299435,5,Balanced Mutual Fund,Success
29,116313,738380,High,Travel Abroad,2592115,22,FD,Success
24,48843,545058,Low,Child Education,9088895,9,ULIP,Success
48,176963,1739678,High,Tax Saving,7044795,19,ULIP,Success
53,191895,1015962,High,Child Education,2949015,9,Gold ETF,Success
37,119884,61767,Medium,Emergency Fund,6993280,2,FD,Success
52,65240,602030,Low,Buy a House,1706657,29,NPS,Success
34,50671,532500,Medium,Travel Abroad,3113297,14,Equity Mutual Fund,Success
32,173723,521629,Medium,Car Purchase,1824175,15,ELSS Mutual Fund,Success
54,186238,486307,Low,Emergency Fund,2142626,9,RD,Failure
22,163727,337295,Medium,Car Purchase,9085545,11,Equity Mutual Fund,Success
29,174756,1388498,Medium,Child Education,3980167,20,NPS,Failure
34,77497,566936,Low,Travel Abroad,4445426,21,ELSS Mutual Fund,Success
44,43610,139308,High,Travel Abroad,4969129,21,Sukanya Samriddhi,Failure
55,24806,243148,High,Travel Abroad,4839101,6,Liquid Mutual Fund,Success
34,47771,62350,High,Child Education,6515444,27,NPS,Success
31,145932,1520672,High,Tax Saving,8871871,10,NPS,Failure
47,188300,1346461,Medium,Tax Saving,2417216,15,Gold ETF,Success
55,85444,820218,High,Child Education,8805941,4,PPF,Success
29,197104,563151,High,Child Education,3095492,26,Balanced Mutual Fund,Failure
46,15490,155927,Medium,Child Education,2940581,2,Sukanya Samriddhi,Failure
43,196866,902951,High,Buy a House,6905975,30,NPS,Success
23,165299,1960569,Medium,Tax Saving,6300508,15,RD,Success
55,69364,707554,High,Child Education,5985249,1,Equity Mutual Fund,Failure
27,155573,89075,Low,Retirement,8994623,12,Debt Mutual Fund,Success
27,43070,357604,Medium,Buy a House,1447631,8,ULIP,Success
46,193672,375644,Low,Tax Saving,1843698,19,Gold ETF,Success
32,61139,360443,High,Retirement,6884612,29,FD,Success
28,21115,228176,Low,Travel Abroad,5932652,12,Balanced Mutual Fund,Success
55,81860,828089,High,Car Purchase,1167052,4,ULIP,Success
43,118548,191112,High,Travel Abroad,6402419,26,Sukanya Samriddhi,Success
40,27268,84023,Low,Retirement,7437370,18,Sukanya Samriddhi,Success
51,100444,1037959,Medium,Child Education,4784019,6,Equity Mutual Fund,Success
42,181554,918902,High,Emergency Fund,4504081,6,RD,Success
58,103239,742325,Low,Tax Saving,4357706,16,Sukanya Samriddhi,Success
30,171479,346461,Low,Buy a House,2422971,22,Liquid Mutual Fund,Success
48,155722,886111,Medium,Car Purchase,316653,7,ELSS Mutual Fund,Success
60,164081,1196364,Medium,Travel Abroad,2982997,4,Sukanya Samriddhi,Success
30,52600,556989,High,Buy a House,6231870,20,ULIP,Success
33,134359,568641,Medium,Child Education,6667840,21,FD,Success
54,125224,1043306,Low,Child Education,2196654,19,NPS,Success
30,124757,1262280,High,Tax Saving,2011868,5,PPF,Success
47,21732,247605,Low,Retirement,1435621,3,Balanced Mutual Fund,Success
41,34528,64671,Low,Car Purchase,2104497,11,Liquid Mutual Fund,Success
